SRR20011368.4	NR_178140.1	99.0	299	3	0	1	327	1	619	-1	0
SRR20011368.8	NR_172157.1	90.1	191	15	2	1	249	1	495	-1	0
SRR20011368.7	NR_152286.1	97.8	276	6	0	1	276	1	598	-1	0
SRR20011368.9	NR_172157.1	90.6	191	14	2	1	249	1	495	-1	0
SRR20011368.11	NR_077168.1	98.6	216	3	0	1	262	1	529	-1	0
SRR20011368.15	NR_178140.1	98.7	299	4	0	1	327	1	619	-1	0
SRR20011368.16	NR_172157.1	90.6	191	14	2	1	249	1	495	-1	0
SRR20011368.12	NR_178140.1	98.7	299	4	0	1	327	1	619	-1	0
SRR20011368.13	NR_178140.1	98.7	299	4	0	1	327	1	619	-1	0
SRR20011368.6	NR_077096.1	99.1	234	2	0	1	274	1	611	-1	0
SRR20011368.21	NR_199737.1	81.3	289	34	6	1	275	1	722	-1	0
SRR20011368.23	NR_178140.1	98.7	299	4	0	1	327	1	619	-1	0
SRR20011368.25	NR_077096.1	98.3	234	4	0	1	274	1	611	-1	0
SRR20011368.19	NR_178140.1	97.7	299	3	1	1	323	1	619	-1	0
SRR20011368.26	NR_163674.1	97.7	264	6	0	1	264	1	615	-1	0
SRR20011368.30	NR_163674.1	97.3	264	7	0	1	264	1	615	-1	0
SRR20011368.27	NR_178140.1	98.7	299	4	0	1	327	1	619	-1	0
SRR20011368.28	NR_178140.1	98.3	299	5	0	1	326	1	619	-1	0
SRR20011368.35	NR_163674.1	97.7	264	6	0	1	264	1	615	-1	0
SRR20011368.34	NR_178140.1	99.0	299	3	0	1	327	1	619	-1	0
SRR20011368.36	NR_164277.1	94.2	361	19	2	1	360	1	756	-1	0
SRR20011368.39	NR_163674.1	97.3	264	7	0	1	264	1	615	-1	0
SRR20011368.37	NR_178140.1	99.0	299	3	0	1	327	1	619	-1	0
SRR20011368.18	NR_163674.1	97.7	264	6	0	1	264	1	615	-1	0
SRR20011368.41	NR_164278.1	98.1	268	5	0	1	268	1	690	-1	0
SRR20011368.45	NR_163674.1	97.7	264	6	0	1	264	1	615	-1	0
