SRR20011266.4 4/1	NR_172157.1 Skoua asexualis FMR 16572 ITS region; from TYPE material	90.6	191	14	2	1	248	1	495	-1	0
SRR20011266.5 5/1	NR_172157.1 Skoua asexualis FMR 16572 ITS region; from TYPE material	90.6	191	14	2	1	249	1	495	-1	0
SRR20011266.2 2/1	NR_185745.1 Nigrospora cooperae BRIP 72440a ITS region; from TYPE material	97.1	274	8	0	1	274	1	639	-1	0
SRR20011266.11 11/1	NR_155181.1 Hanseniaspora pseudoguilliermondii CBS 8772 ITS region; from TYPE material	97.9	384	7	1	1	410	1	758	-1	0
SRR20011266.13 13/1	NR_155181.1 Hanseniaspora pseudoguilliermondii CBS 8772 ITS region; from TYPE material	98.2	384	6	1	1	410	1	758	-1	0
SRR20011266.14 14/1	NR_185745.1 Nigrospora cooperae BRIP 72440a ITS region; from TYPE material	97.1	274	8	0	1	274	1	639	-1	0
SRR20011266.7 7/1	NR_155181.1 Hanseniaspora pseudoguilliermondii CBS 8772 ITS region; from TYPE material	97.9	384	7	1	1	410	1	758	-1	0
SRR20011266.10 10/1	NR_168751.1 Tyrannosorus hystrioides CBS 11772 ITS region; from TYPE material	97.9	280	6	0	1	280	1	703	-1	0
SRR20011266.15 15/1	NR_172157.1 Skoua asexualis FMR 16572 ITS region; from TYPE material	90.6	191	14	2	1	250	1	495	-1	0
SRR20011266.18 18/1	NR_172157.1 Skoua asexualis FMR 16572 ITS region; from TYPE material	90.1	191	15	2	1	249	1	495	-1	0
SRR20011266.20 20/1	NR_152299.1 Cladosporium rhusicola ITS region; from TYPE material	97.8	276	6	0	1	276	1	639	-1	0
SRR20011266.21 21/1	NR_185745.1 Nigrospora cooperae BRIP 72440a ITS region; from TYPE material	96.7	274	9	0	1	274	1	639	-1	0
SRR20011266.12 12/1	NR_155181.1 Hanseniaspora pseudoguilliermondii CBS 8772 ITS region; from TYPE material	97.1	384	9	2	1	409	1	758	-1	0
SRR20011266.22 22/1	NR_155181.1 Hanseniaspora pseudoguilliermondii CBS 8772 ITS region; from TYPE material	97.9	384	7	1	1	410	1	758	-1	0
SRR20011266.23 23/1	NR_155181.1 Hanseniaspora pseudoguilliermondii CBS 8772 ITS region; from TYPE material	98.2	384	6	1	1	410	1	758	-1	0
SRR20011266.24 24/1	NR_185745.1 Nigrospora cooperae BRIP 72440a ITS region; from TYPE material	97.1	274	8	0	1	274	1	639	-1	0
SRR20011266.25 25/1	NR_121314.1 Scytalidium lignicola UAMH 1502 ITS region; from TYPE material	68.2	311	37	5	1	249	1	628	-1	0
SRR20011266.26 26/1	NR_152298.1 Cladosporium puyae CBS 274.80A ITS region; from TYPE material	97.8	275	6	0	1	275	1	638	-1	0
SRR20011266.28 28/1	NR_185745.1 Nigrospora cooperae BRIP 72440a ITS region; from TYPE material	96.7	274	9	0	1	274	1	639	-1	0
SRR20011266.29 29/1	NR_073293.1 Buckleyzyma aurantiaca CBS 317 ITS region; from TYPE material	97.8	226	5	0	1	266	1	590	-1	0
SRR20011266.19 19/1	NR_155181.1 Hanseniaspora pseudoguilliermondii CBS 8772 ITS region; from TYPE material	97.7	384	8	1	1	410	1	758	-1	0
SRR20011266.30 30/1	NR_185745.1 Nigrospora cooperae BRIP 72440a ITS region; from TYPE material	96.7	274	9	0	1	274	1	639	-1	0
SRR20011266.33 33/1	NR_185745.1 Nigrospora cooperae BRIP 72440a ITS region; from TYPE material	97.1	274	8	0	1	274	1	639	-1	0
SRR20011266.32 32/1	NR_155181.1 Hanseniaspora pseudoguilliermondii CBS 8772 ITS region; from TYPE material	97.9	384	7	1	1	410	1	758	-1	0
SRR20011266.34 34/1	NR_155181.1 Hanseniaspora pseudoguilliermondii CBS 8772 ITS region; from TYPE material	97.7	384	8	1	1	410	1	758	-1	0
SRR20011266.36 36/1	NR_155181.1 Hanseniaspora pseudoguilliermondii CBS 8772 ITS region; from TYPE material	98.2	384	6	1	1	410	1	758	-1	0
SRR20011266.37 37/1	NR_185745.1 Nigrospora cooperae BRIP 72440a ITS region; from TYPE material	97.1	274	8	0	1	274	1	639	-1	0
SRR20011266.42 42/1	NR_119855.1 Cladosporium tenuissimum CPC 14253 ITS region; from TYPE material	97.8	277	6	0	1	277	1	587	-1	0
SRR20011266.39 39/1	NR_155181.1 Hanseniaspora pseudoguilliermondii CBS 8772 ITS region; from TYPE material	97.4	384	9	1	1	410	1	758	-1	0
SRR20011266.43 43/1	NR_172157.1 Skoua asexualis FMR 16572 ITS region; from TYPE material	90.6	191	14	2	1	249	1	495	-1	0
