SRR20011266.5	NR_172157.1	90.6	191	14	2	1	249	1	495	-1	0
SRR20011266.2	NR_185745.1	97.1	274	8	0	1	274	1	639	-1	0
SRR20011266.4	NR_172157.1	90.6	191	14	2	1	248	1	495	-1	0
SRR20011266.10	NR_168751.1	97.9	280	6	0	1	280	1	703	-1	0
SRR20011266.11	NR_155181.1	97.9	384	7	1	1	410	1	758	-1	0
SRR20011266.7	NR_155181.1	97.9	384	7	1	1	410	1	758	-1	0
SRR20011266.14	NR_185745.1	97.1	274	8	0	1	274	1	639	-1	0
SRR20011266.13	NR_155181.1	98.2	384	6	1	1	410	1	758	-1	0
SRR20011266.18	NR_172157.1	90.1	191	15	2	1	249	1	495	-1	0
SRR20011266.19	NR_155181.1	97.7	384	8	1	1	410	1	758	-1	0
SRR20011266.20	NR_152299.1	97.8	276	6	0	1	276	1	639	-1	0
SRR20011266.12	NR_155181.1	97.1	384	9	2	1	409	1	758	-1	0
SRR20011266.21	NR_185745.1	96.7	274	9	0	1	274	1	639	-1	0
SRR20011266.22	NR_155181.1	97.9	384	7	1	1	410	1	758	-1	0
SRR20011266.24	NR_185745.1	97.1	274	8	0	1	274	1	639	-1	0
SRR20011266.25	NR_121314.1	68.2	311	37	5	1	249	1	628	-1	0
SRR20011266.23	NR_155181.1	98.2	384	6	1	1	410	1	758	-1	0
SRR20011266.26	NR_152298.1	97.8	275	6	0	1	275	1	638	-1	0
SRR20011266.28	NR_185745.1	96.7	274	9	0	1	274	1	639	-1	0
SRR20011266.30	NR_185745.1	96.7	274	9	0	1	274	1	639	-1	0
SRR20011266.33	NR_185745.1	97.1	274	8	0	1	274	1	639	-1	0
SRR20011266.32	NR_155181.1	97.9	384	7	1	1	410	1	758	-1	0
SRR20011266.34	NR_155181.1	97.7	384	8	1	1	410	1	758	-1	0
SRR20011266.36	NR_155181.1	98.2	384	6	1	1	410	1	758	-1	0
SRR20011266.15	NR_172157.1	90.6	191	14	2	1	250	1	495	-1	0
SRR20011266.29	NR_073293.1	97.8	226	5	0	1	266	1	590	-1	0
SRR20011266.37	NR_185745.1	97.1	274	8	0	1	274	1	639	-1	0
SRR20011266.39	NR_155181.1	97.4	384	9	1	1	410	1	758	-1	0
SRR20011266.42	NR_119855.1	97.8	277	6	0	1	277	1	587	-1	0
SRR20011266.43	NR_172157.1	90.6	191	14	2	1	249	1	495	-1	0
SRR20011266.41	NR_121347.1	77.3	300	59	4	1	297	1	685	-1	0
SRR20011266.44	NR_185745.1	97.1	274	8	0	1	274	1	639	-1	0
SRR20011266.45	NR_185745.1	97.1	274	8	0	1	274	1	639	-1	0
SRR20011266.48	NR_185745.1	97.1	274	8	0	1	274	1	639	-1	0
SRR20011266.47	NR_121502.1	84.0	332	35	5	1	314	1	654	-1	0
SRR20011266.46	NR_155181.1	97.7	384	8	1	1	410	1	758	-1	0
SRR20011266.49	NR_153285.1	94.7	190	9	1	1	207	1	414	-1	0
SRR20011266.50	NR_185745.1	96.4	274	10	0	1	274	1	639	-1	0
SRR20011266.52	NR_172157.1	90.6	191	14	2	1	249	1	495	-1	0
SRR20011266.53	NR_185745.1	96.4	274	10	0	1	274	1	639	-1	0
SRR20011266.54	NR_073293.1	98.2	226	4	0	1	265	1	590	-1	0
SRR20011266.56	NR_160084.1	99.1	212	2	0	1	275	1	484	-1	0
SRR20011266.57	NR_185745.1	96.7	274	9	0	1	274	1	639	-1	0
SRR20011266.55	NR_155181.1	97.9	384	7	1	1	410	1	758	-1	0
SRR20011266.58	NR_155181.1	97.7	384	8	1	1	409	1	758	-1	0
SRR20011266.60	NR_185745.1	96.7	274	9	0	1	274	1	639	-1	0
SRR20011266.62	NR_185745.1	97.1	274	8	0	1	274	1	639	-1	0
SRR20011266.59	NR_155181.1	97.4	384	8	2	1	409	1	758	-1	0
SRR20011266.63	NR_185745.1	97.1	274	8	0	1	274	1	639	-1	0
SRR20011266.64	NR_172157.1	90.6	191	14	2	1	249	1	495	-1	0
SRR20011266.66	NR_073227.1	98.5	195	3	0	1	235	1	491	-1	0
