SRR6288926.1	NR_113075.1	100.0	252	0	0	1	252	1	1485	-1	0
SRR6288926.3	NR_189244.1	96.8	253	8	0	1	253	1	1542	-1	0
SRR6288926.2	NR_189244.1	96.4	253	9	0	1	253	1	1542	-1	0
SRR6288926.5	NR_104799.1	99.2	253	2	0	1	253	1	1515	-1	0
SRR6288926.7	NR_179590.1	98.8	253	3	0	1	253	1	1432	-1	0
SRR6288926.9	NR_104846.1	97.2	253	7	0	1	253	1	1426	-1	0
SRR6288926.6	NR_104799.1	99.2	253	2	0	1	253	1	1515	-1	0
SRR6288926.11	NR_028961.1	99.6	253	1	0	1	253	1	1462	-1	0
SRR6288926.12	NR_074634.1	100.0	253	0	0	1	253	1	1521	-1	0
SRR6288926.13	NR_074634.1	100.0	253	0	0	1	253	1	1521	-1	0
SRR6288926.8	NR_179590.1	98.8	253	3	0	1	253	1	1432	-1	0
SRR6288926.14	NR_179590.1	100.0	253	0	0	1	253	1	1432	-1	0
SRR6288926.15	NR_180812.1	99.2	253	2	0	1	253	1	1482	-1	0
SRR6288926.18	NR_114889.1	98.0	253	5	0	1	253	1	1368	-1	0
SRR6288926.19	NR_180812.1	97.6	253	6	0	1	253	1	1482	-1	0
SRR6288926.10	NR_028961.1	99.6	253	1	0	1	253	1	1462	-1	0
SRR6288926.17	NR_178280.1	100.0	253	0	0	1	253	1	1466	-1	0
SRR6288926.16	NR_180812.1	99.2	253	2	0	1	253	1	1482	-1	0
SRR6288926.20	NR_178280.1	100.0	253	0	0	1	253	1	1466	-1	0
SRR6288926.23	NR_114889.1	96.0	253	10	0	1	253	1	1368	-1	0
SRR6288926.25	NR_114889.1	96.0	253	10	0	1	253	1	1368	-1	0
SRR6288926.21	NR_189245.1	93.3	253	17	0	1	253	1	1541	-1	0
SRR6288926.27	NR_114327.1	99.6	252	1	0	1	252	1	1463	-1	0
SRR6288926.29	NR_114889.1	98.0	253	5	0	1	253	1	1368	-1	0
SRR6288926.26	NR_114327.1	99.6	252	1	0	1	252	1	1463	-1	0
SRR6288926.28	NR_114889.1	98.0	253	5	0	1	253	1	1368	-1	0
SRR6288926.22	NR_041892.1	84.2	253	39	1	1	253	1	1553	-1	0
SRR6288926.30	NR_104846.1	100.0	253	0	0	1	253	1	1426	-1	0
SRR6288926.32	NR_179590.1	100.0	253	0	0	1	253	1	1432	-1	0
SRR6288926.31	NR_179590.1	100.0	253	0	0	1	253	1	1432	-1	0
SRR6288926.35	NR_104846.1	99.6	253	1	0	1	253	1	1426	-1	0
SRR6288926.33	NR_104846.1	100.0	253	0	0	1	253	1	1426	-1	0
SRR6288926.36	NR_025600.1	99.2	254	1	1	1	254	1	1455	-1	0
SRR6288926.37	NR_179661.1	100.0	253	0	0	1	253	1	1515	-1	0
SRR6288926.38	NR_179661.1	99.6	253	1	0	1	253	1	1515	-1	0
SRR6288926.40	NR_179661.1	100.0	253	0	0	1	253	1	1515	-1	0
SRR6288926.42	NR_179661.1	99.6	253	1	0	1	253	1	1515	-1	0
SRR6288926.41	NR_189244.1	97.6	253	6	0	1	253	1	1542	-1	0
SRR6288926.43	NR_112143.1	99.6	253	1	0	1	253	1	1397	-1	0
SRR6288926.44	NR_112143.1	100.0	253	0	0	1	253	1	1397	-1	0
SRR6288926.45	NR_119166.1	100.0	253	0	0	1	253	1	1405	-1	0
SRR6288926.46	NR_179173.1	97.2	253	7	0	1	253	1	1401	-1	0
SRR6288926.47	NR_179173.1	97.2	253	7	0	1	253	1	1401	-1	0
SRR6288926.48	NR_189245.1	92.9	253	18	0	1	253	1	1541	-1	0
SRR6288926.49	NR_028961.1	98.4	253	4	0	1	253	1	1462	-1	0
SRR6288926.50	NR_028961.1	98.0	253	5	0	1	253	1	1462	-1	0
SRR6288926.51	NR_074634.1	90.9	253	23	0	1	253	1	1521	-1	0
SRR6288926.53	NR_184618.1	94.9	253	12	1	1	253	1	1475	-1	0
SRR6288926.56	NR_041892.1	85.4	253	36	1	1	253	1	1553	-1	0
SRR6288926.57	NR_181387.1	96.4	253	9	0	1	253	1	1396	-1	0
SRR6288926.58	NR_181387.1	96.4	253	9	0	1	253	1	1396	-1	0
SRR6288926.59	NR_112938.1	99.2	253	2	0	1	253	1	1478	-1	0
SRR6288926.61	NR_112938.1	99.2	253	2	0	1	253	1	1478	-1	0
SRR6288926.62	NR_179661.1	98.8	253	3	0	1	253	1	1515	-1	0
SRR6288926.63	NR_104836.1	94.9	253	13	0	1	253	1	1452	-1	0
SRR6288926.64	NR_144704.1	100.0	253	0	0	1	253	1	1315	-1	0
SRR6288926.65	NR_104836.1	94.9	253	13	0	1	253	1	1452	-1	0
SRR6288926.66	NR_104836.1	94.9	253	13	0	1	253	1	1452	-1	0
SRR6288926.67	NR_180812.1	99.6	253	1	0	1	253	1	1482	-1	0
SRR6288926.68	NR_180812.1	99.2	253	2	0	1	253	1	1482	-1	0
SRR6288926.70	NR_036777.1	99.2	253	2	0	1	253	1	1418	-1	0
SRR6288926.71	NR_180833.1	99.6	253	1	0	1	253	1	1470	-1	0
SRR6288926.72	NR_180833.1	99.6	253	1	0	1	253	1	1470	-1	0
SRR6288926.73	NR_180833.1	100.0	253	0	0	1	253	1	1470	-1	0
SRR6288926.74	NR_180833.1	100.0	253	0	0	1	253	1	1470	-1	0
SRR6288926.75	NR_179329.1	99.2	253	2	0	1	253	1	1453	-1	0
SRR6288926.77	NR_112143.1	100.0	253	0	0	1	253	1	1397	-1	0
SRR6288926.78	NR_116746.1	100.0	253	0	0	1	253	1	1416	-1	0
SRR6288926.79	NR_180797.1	96.0	253	10	0	1	253	1	1468	-1	0
SRR6288926.80	NR_116746.1	100.0	253	0	0	1	253	1	1416	-1	0
SRR6288926.81	NR_028883.1	99.6	254	0	1	1	253	1	1316	-1	0
SRR6288926.83	NR_189244.1	98.0	253	5	0	1	253	1	1542	-1	0
SRR6288926.85	NR_113152.1	100.0	253	0	0	1	253	1	1488	-1	0
